id,kode_sumber,entitas_parent,entitas_child,kategori,tahun,periode,nilai,created_at
1202,s20102ptadhkmp2017,Pembentukan Modal Tetap Domestik Bruto,Peralatan Lainnya,nan,2017,Triwulan II,13341.63,2026-07-09 11:56:13.319
1203,s20102ptadhkmp2017,Pembentukan Modal Tetap Domestik Bruto,Peralatan Lainnya,nan,2017,Triwulan III,14101.81,2026-07-09 11:56:13.319
1204,s20102ptadhkmp2017,Pembentukan Modal Tetap Domestik Bruto,Peralatan Lainnya,nan,2017,Triwulan IV,15162.61,2026-07-09 11:56:13.319
1205,s20102ptadhkmp2017,Pembentukan Modal Tetap Domestik Bruto,Peralatan Lainnya,nan,2017,Tahunan,55375.99,2026-07-09 11:56:13.319
1206,s20102ptadhkmp2017,Pembentukan Modal Tetap Domestik Bruto,CBR,nan,2017,Triwulan I,39982.14,2026-07-09 11:56:13.319
1207,s20102ptadhkmp2017,Pembentukan Modal Tetap Domestik Bruto,CBR,nan,2017,Triwulan II,46970.68,2026-07-09 11:56:13.319
1208,s20102ptadhkmp2017,Pembentukan Modal Tetap Domestik Bruto,CBR,nan,2017,Triwulan III,44729.38,2026-07-09 11:56:13.319
1209,s20102ptadhkmp2017,Pembentukan Modal Tetap Domestik Bruto,CBR,nan,2017,Triwulan IV,44151.73,2026-07-09 11:56:13.319
1210,s20102ptadhkmp2017,Pembentukan Modal Tetap Domestik Bruto,CBR,nan,2017,Tahunan,175833.93,2026-07-09 11:56:13.319
1211,s20102ptadhkmp2017,Pembentukan Modal Tetap Domestik Bruto,Produk Kekayaan Intelektual,nan,2017,Triwulan I,18122.45,2026-07-09 11:56:13.319
1212,s20102ptadhkmp2017,Pembentukan Modal Tetap Domestik Bruto,Produk Kekayaan Intelektual,nan,2017,Triwulan II,24495.43,2026-07-09 11:56:13.319
1213,s20102ptadhkmp2017,Pembentukan Modal Tetap Domestik Bruto,Produk Kekayaan Intelektual,nan,2017,Triwulan III,22547.77,2026-07-09 11:56:13.319
1214,s20102ptadhkmp2017,Pembentukan Modal Tetap Domestik Bruto,Produk Kekayaan Intelektual,nan,2017,Triwulan IV,18116.68,2026-07-09 11:56:13.319
1215,s20102ptadhkmp2017,Pembentukan Modal Tetap Domestik Bruto,Produk Kekayaan Intelektual,nan,2017,Tahunan,83282.32,2026-07-09 11:56:13.319
1216,s20102ptadhkmp2017,Perubahan Inventori,,nan,2017,Triwulan I,60428.52,2026-07-09 11:56:13.319
1217,s20102ptadhkmp2017,Perubahan Inventori,,nan,2017,Triwulan II,57137.14,2026-07-09 11:56:13.319
1218,s20102ptadhkmp2017,Perubahan Inventori,,nan,2017,Triwulan III,46060.51,2026-07-09 11:56:13.319
1219,s20102ptadhkmp2017,Perubahan Inventori,,nan,2017,Triwulan IV,-36742.61,2026-07-09 11:56:13.319
1220,s20102ptadhkmp2017,Perubahan Inventori,,nan,2017,Tahunan,126883.56,2026-07-09 11:56:13.319
1221,s20102ptadhkmp2017,Ekspor Barang dan Jasa,,nan,2017,Triwulan I,523324.33,2026-07-09 11:56:13.319
1222,s20102ptadhkmp2017,Ekspor Barang dan Jasa,,nan,2017,Triwulan II,510668.86,2026-07-09 11:56:13.319
1223,s20102ptadhkmp2017,Ekspor Barang dan Jasa,,nan,2017,Triwulan III,552347.63,2026-07-09 11:56:13.319
1224,s20102ptadhkmp2017,Ekspor Barang dan Jasa,,nan,2017,Triwulan IV,560223.69,2026-07-09 11:56:13.319
1225,s20102ptadhkmp2017,Ekspor Barang dan Jasa,,nan,2017,Tahunan,2146564.52,2026-07-09 11:56:13.319
1226,s20102ptadhkmp2017,Ekspor Barang dan Jasa,Barang,nan,2017,Triwulan I,468021.51,2026-07-09 11:56:13.319
1227,s20102ptadhkmp2017,Ekspor Barang dan Jasa,Barang,nan,2017,Triwulan II,454906.47,2026-07-09 11:56:13.319
1228,s20102ptadhkmp2017,Ekspor Barang dan Jasa,Barang,nan,2017,Triwulan III,488947.63,2026-07-09 11:56:13.319
1229,s20102ptadhkmp2017,Ekspor Barang dan Jasa,Barang,nan,2017,Triwulan IV,503861.65,2026-07-09 11:56:13.319
1230,s20102ptadhkmp2017,Ekspor Barang dan Jasa,Barang,nan,2017,Tahunan,1915737.26,2026-07-09 11:56:13.319
1231,s20102ptadhkmp2017,Ekspor Barang dan Jasa,Barang Non-migas,nan,2017,Triwulan I,404676.02,2026-07-09 11:56:13.319
1232,s20102ptadhkmp2017,Ekspor Barang dan Jasa,Barang Non-migas,nan,2017,Triwulan II,394892.63,2026-07-09 11:56:13.319
1233,s20102ptadhkmp2017,Ekspor Barang dan Jasa,Barang Non-migas,nan,2017,Triwulan III,425588.71,2026-07-09 11:56:13.319
1234,s20102ptadhkmp2017,Ekspor Barang dan Jasa,Barang Non-migas,nan,2017,Triwulan IV,439582.15,2026-07-09 11:56:13.319
1235,s20102ptadhkmp2017,Ekspor Barang dan Jasa,Barang Non-migas,nan,2017,Tahunan,1664739.51,2026-07-09 11:56:13.319
1236,s20102ptadhkmp2017,Ekspor Barang dan Jasa,Barang migas,nan,2017,Triwulan I,63345.48,2026-07-09 11:56:13.319
1237,s20102ptadhkmp2017,Ekspor Barang dan Jasa,Barang migas,nan,2017,Triwulan II,60013.84,2026-07-09 11:56:13.319
1238,s20102ptadhkmp2017,Ekspor Barang dan Jasa,Barang migas,nan,2017,Triwulan III,63358.92,2026-07-09 11:56:13.319
1239,s20102ptadhkmp2017,Ekspor Barang dan Jasa,Barang migas,nan,2017,Triwulan IV,64279.5,2026-07-09 11:56:13.319
1240,s20102ptadhkmp2017,Ekspor Barang dan Jasa,Barang migas,nan,2017,Tahunan,250997.75,2026-07-09 11:56:13.319
1241,s20102ptadhkmp2017,Ekspor Barang dan Jasa,Jasa,nan,2017,Triwulan I,55302.83,2026-07-09 11:56:13.319
1242,s20102ptadhkmp2017,Ekspor Barang dan Jasa,Jasa,nan,2017,Triwulan II,55762.39,2026-07-09 11:56:13.319
1243,s20102ptadhkmp2017,Ekspor Barang dan Jasa,Jasa,nan,2017,Triwulan III,63399.99,2026-07-09 11:56:13.319
1244,s20102ptadhkmp2017,Ekspor Barang dan Jasa,Jasa,nan,2017,Triwulan IV,56362.05,2026-07-09 11:56:13.319
1245,s20102ptadhkmp2017,Ekspor Barang dan Jasa,Jasa,nan,2017,Tahunan,230827.26,2026-07-09 11:56:13.319
1246,s20102ptadhkmp2017,Dikurangi Impor Barang dan Jasa,,nan,2017,Triwulan I,464879.71,2026-07-09 11:56:13.319
1247,s20102ptadhkmp2017,Dikurangi Impor Barang dan Jasa,,nan,2017,Triwulan II,456855.27,2026-07-09 11:56:13.319
1248,s20102ptadhkmp2017,Dikurangi Impor Barang dan Jasa,,nan,2017,Triwulan III,497794.43,2026-07-09 11:56:13.319
1249,s20102ptadhkmp2017,Dikurangi Impor Barang dan Jasa,,nan,2017,Triwulan IV,545289.75,2026-07-09 11:56:13.319
1250,s20102ptadhkmp2017,Dikurangi Impor Barang dan Jasa,,nan,2017,Tahunan,1964819.17,2026-07-09 11:56:13.319
1251,s20102ptadhkmp2017,Dikurangi Impor Barang dan Jasa,Barang,nan,2017,Triwulan I,402845.62,2026-07-09 11:56:13.319
1252,s20102ptadhkmp2017,Dikurangi Impor Barang dan Jasa,Barang,nan,2017,Triwulan II,390422.22,2026-07-09 11:56:13.319
1253,s20102ptadhkmp2017,Dikurangi Impor Barang dan Jasa,Barang,nan,2017,Triwulan III,431052.39,2026-07-09 11:56:13.319
1254,s20102ptadhkmp2017,Dikurangi Impor Barang dan Jasa,Barang,nan,2017,Triwulan IV,470092.86,2026-07-09 11:56:13.319
1255,s20102ptadhkmp2017,Dikurangi Impor Barang dan Jasa,Barang,nan,2017,Tahunan,1694413.09,2026-07-09 11:56:13.319
1256,s20102ptadhkmp2017,Dikurangi Impor Barang dan Jasa,Barang Non-migas,nan,2017,Triwulan I,311651.85,2026-07-09 11:56:13.319
1257,s20102ptadhkmp2017,Dikurangi Impor Barang dan Jasa,Barang Non-migas,nan,2017,Triwulan II,315157.64,2026-07-09 11:56:13.319
1258,s20102ptadhkmp2017,Dikurangi Impor Barang dan Jasa,Barang Non-migas,nan,2017,Triwulan III,346894.06,2026-07-09 11:56:13.319
1259,s20102ptadhkmp2017,Dikurangi Impor Barang dan Jasa,Barang Non-migas,nan,2017,Triwulan IV,381795.2,2026-07-09 11:56:13.319
1260,s20102ptadhkmp2017,Dikurangi Impor Barang dan Jasa,Barang Non-migas,nan,2017,Tahunan,1355498.75,2026-07-09 11:56:13.319
1261,s20102ptadhkmp2017,Dikurangi Impor Barang dan Jasa,Barang migas,nan,2017,Triwulan I,91193.77,2026-07-09 11:56:13.319
1262,s20102ptadhkmp2017,Dikurangi Impor Barang dan Jasa,Barang migas,nan,2017,Triwulan II,75264.58,2026-07-09 11:56:13.319
1263,s20102ptadhkmp2017,Dikurangi Impor Barang dan Jasa,Barang migas,nan,2017,Triwulan III,84158.33,2026-07-09 11:56:13.319
1264,s20102ptadhkmp2017,Dikurangi Impor Barang dan Jasa,Barang migas,nan,2017,Triwulan IV,88297.66,2026-07-09 11:56:13.319
1265,s20102ptadhkmp2017,Dikurangi Impor Barang dan Jasa,Barang migas,nan,2017,Tahunan,338914.34,2026-07-09 11:56:13.319
1266,s20102ptadhkmp2017,Dikurangi Impor Barang dan Jasa,Jasa,nan,2017,Triwulan I,62034.09,2026-07-09 11:56:13.319
1267,s20102ptadhkmp2017,Dikurangi Impor Barang dan Jasa,Jasa,nan,2017,Triwulan II,66433.05,2026-07-09 11:56:13.319
1268,s20102ptadhkmp2017,Dikurangi Impor Barang dan Jasa,Jasa,nan,2017,Triwulan III,66742.04,2026-07-09 11:56:13.319
1269,s20102ptadhkmp2017,Dikurangi Impor Barang dan Jasa,Jasa,nan,2017,Triwulan IV,75196.89,2026-07-09 11:56:13.319
1270,s20102ptadhkmp2017,Dikurangi Impor Barang dan Jasa,Jasa,nan,2017,Tahunan,270406.08,2026-07-09 11:56:13.319
1271,s20102ptadhkmp2017,Diskrepansi Statistik,,nan,2017,Triwulan I,20983.29,2026-07-09 11:56:13.319
1272,s20102ptadhkmp2017,Diskrepansi Statistik,,nan,2017,Triwulan II,41363.23,2026-07-09 11:56:13.319
1273,s20102ptadhkmp2017,Diskrepansi Statistik,,nan,2017,Triwulan III,34046.01,2026-07-09 11:56:13.319
1274,s20102ptadhkmp2017,Diskrepansi Statistik,,nan,2017,Triwulan IV,-3905.74,2026-07-09 11:56:13.319
1275,s20102ptadhkmp2017,Diskrepansi Statistik,,nan,2017,Tahunan,92486.79,2026-07-09 11:56:13.319
1276,s20102ptadhkmp2017,PRODUK DOMESTIK BRUTO,,nan,2017,Triwulan I,2378146.4,2026-07-09 11:56:13.319
1277,s20102ptadhkmp2017,PRODUK DOMESTIK BRUTO,,nan,2017,Triwulan II,2473512.9,2026-07-09 11:56:13.319
1278,s20102ptadhkmp2017,PRODUK DOMESTIK BRUTO,,nan,2017,Triwulan III,2552296.9,2026-07-09 11:56:13.319
1279,s20102ptadhkmp2017,PRODUK DOMESTIK BRUTO,,nan,2017,Triwulan IV,2508971.9,2026-07-09 11:56:13.319
1280,s20102ptadhkmp2017,PRODUK DOMESTIK BRUTO,,nan,2017,Tahunan,9912928.1,2026-07-09 11:56:13.319
1281,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,,nan,2018,Triwulan I,1373633.78,2026-07-09 11:56:13.319
1282,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,,nan,2018,Triwulan II,1395305.62,2026-07-09 11:56:13.319
1283,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,,nan,2018,Triwulan III,1440669.1,2026-07-09 11:56:13.319
1284,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,,nan,2018,Triwulan IV,1441847.77,2026-07-09 11:56:13.319
1285,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,,nan,2018,Tahunan,5651456.27,2026-07-09 11:56:13.319
1286,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,"Makanan dan Minuman, Selain Restoran",nan,2018,Triwulan I,503857.9,2026-07-09 11:56:13.319
1287,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,"Makanan dan Minuman, Selain Restoran",nan,2018,Triwulan II,512474.25,2026-07-09 11:56:13.319
1288,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,"Makanan dan Minuman, Selain Restoran",nan,2018,Triwulan III,529905.39,2026-07-09 11:56:13.319
1289,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,"Makanan dan Minuman, Selain Restoran",nan,2018,Triwulan IV,525883.05,2026-07-09 11:56:13.319
1290,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,"Makanan dan Minuman, Selain Restoran",nan,2018,Tahunan,2072120.58,2026-07-09 11:56:13.319
1291,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,"Pakaian, Alas Kaki dan Jasa Perawatannya",nan,2018,Triwulan I,54167.66,2026-07-09 11:56:13.319
1292,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,"Pakaian, Alas Kaki dan Jasa Perawatannya",nan,2018,Triwulan II,55353.44,2026-07-09 11:56:13.319
1293,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,"Pakaian, Alas Kaki dan Jasa Perawatannya",nan,2018,Triwulan III,55667.15,2026-07-09 11:56:13.319
1294,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,"Pakaian, Alas Kaki dan Jasa Perawatannya",nan,2018,Triwulan IV,56281.82,2026-07-09 11:56:13.319
1295,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,"Pakaian, Alas Kaki dan Jasa Perawatannya",nan,2018,Tahunan,221470.07,2026-07-09 11:56:13.319
1296,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,Perumahan dan Perlengkapan Rumahtangga,nan,2018,Triwulan I,186132.46,2026-07-09 11:56:13.319
1297,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,Perumahan dan Perlengkapan Rumahtangga,nan,2018,Triwulan II,188646.99,2026-07-09 11:56:13.319
1298,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,Perumahan dan Perlengkapan Rumahtangga,nan,2018,Triwulan III,191843.52,2026-07-09 11:56:13.319
1299,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,Perumahan dan Perlengkapan Rumahtangga,nan,2018,Triwulan IV,194308.94,2026-07-09 11:56:13.319
1300,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,Perumahan dan Perlengkapan Rumahtangga,nan,2018,Tahunan,760931.91,2026-07-09 11:56:13.319
1301,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,Kesehatan dan Pendidikan,nan,2018,Triwulan I,95709.71,2026-07-09 11:56:13.319
1302,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,Kesehatan dan Pendidikan,nan,2018,Triwulan II,96019.11,2026-07-09 11:56:13.319
1303,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,Kesehatan dan Pendidikan,nan,2018,Triwulan III,100112.7,2026-07-09 11:56:13.319
1304,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,Kesehatan dan Pendidikan,nan,2018,Triwulan IV,99945.14,2026-07-09 11:56:13.319
1305,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,Kesehatan dan Pendidikan,nan,2018,Tahunan,391786.66,2026-07-09 11:56:13.319
1306,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,Transportasi dan Komunikasi,nan,2018,Triwulan I,339691.64,2026-07-09 11:56:13.319
1307,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,Transportasi dan Komunikasi,nan,2018,Triwulan II,347008.26,2026-07-09 11:56:13.319
1308,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,Transportasi dan Komunikasi,nan,2018,Triwulan III,360116.6,2026-07-09 11:56:13.319
1309,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,Transportasi dan Komunikasi,nan,2018,Triwulan IV,360556.51,2026-07-09 11:56:13.319
1310,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,Transportasi dan Komunikasi,nan,2018,Tahunan,1407373.01,2026-07-09 11:56:13.319
1311,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,Restoran dan Hotel,nan,2018,Triwulan I,128039.93,2026-07-09 11:56:13.319
1312,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,Restoran dan Hotel,nan,2018,Triwulan II,129548.58,2026-07-09 11:56:13.319
1313,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,Restoran dan Hotel,nan,2018,Triwulan III,135761.2,2026-07-09 11:56:13.319
1314,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,Restoran dan Hotel,nan,2018,Triwulan IV,136994.07,2026-07-09 11:56:13.319
1315,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,Restoran dan Hotel,nan,2018,Tahunan,530343.78,2026-07-09 11:56:13.319
1316,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,Lainnya,nan,2018,Triwulan I,66034.47,2026-07-09 11:56:13.319
1317,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,Lainnya,nan,2018,Triwulan II,66255,2026-07-09 11:56:13.319
1318,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,Lainnya,nan,2018,Triwulan III,67262.52,2026-07-09 11:56:13.319
1319,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,Lainnya,nan,2018,Triwulan IV,67878.25,2026-07-09 11:56:13.319
1320,s20102ptadhkmp2018,Pengeluaran Konsumsi Rumahtangga,Lainnya,nan,2018,Tahunan,267430.25,2026-07-09 11:56:13.319
1321,s20102ptadhkmp2018,Pengeluaran Konsumsi LNPRT,,nan,2018,Triwulan I,29367.78,2026-07-09 11:56:13.319
1322,s20102ptadhkmp2018,Pengeluaran Konsumsi LNPRT,,nan,2018,Triwulan II,30421.72,2026-07-09 11:56:13.319
1323,s20102ptadhkmp2018,Pengeluaran Konsumsi LNPRT,,nan,2018,Triwulan III,30947.73,2026-07-09 11:56:13.319
1324,s20102ptadhkmp2018,Pengeluaran Konsumsi LNPRT,,nan,2018,Triwulan IV,32232.61,2026-07-09 11:56:13.319
1325,s20102ptadhkmp2018,Pengeluaran Konsumsi LNPRT,,nan,2018,Tahunan,122969.84,2026-07-09 11:56:13.319
1326,s20102ptadhkmp2018,Pengeluaran Konsumsi Pemerintah,,nan,2018,Triwulan I,146068.56,2026-07-09 11:56:13.319
1327,s20102ptadhkmp2018,Pengeluaran Konsumsi Pemerintah,,nan,2018,Triwulan II,193533.58,2026-07-09 11:56:13.319
1328,s20102ptadhkmp2018,Pengeluaran Konsumsi Pemerintah,,nan,2018,Triwulan III,205734.33,2026-07-09 11:56:13.319
1329,s20102ptadhkmp2018,Pengeluaran Konsumsi Pemerintah,,nan,2018,Triwulan IV,283540.11,2026-07-09 11:56:13.319
1330,s20102ptadhkmp2018,Pengeluaran Konsumsi Pemerintah,,nan,2018,Tahunan,828876.59,2026-07-09 11:56:13.319
1331,s20102ptadhkmp2018,Pengeluaran Konsumsi Pemerintah,Konsumsi Kolektif,nan,2018,Triwulan I,88733.12,2026-07-09 11:56:13.319
1332,s20102ptadhkmp2018,Pengeluaran Konsumsi Pemerintah,Konsumsi Kolektif,nan,2018,Triwulan II,116554,2026-07-09 11:56:13.319
1333,s20102ptadhkmp2018,Pengeluaran Konsumsi Pemerintah,Konsumsi Kolektif,nan,2018,Triwulan III,124637.1,2026-07-09 11:56:13.319
1334,s20102ptadhkmp2018,Pengeluaran Konsumsi Pemerintah,Konsumsi Kolektif,nan,2018,Triwulan IV,178086.39,2026-07-09 11:56:13.319
1335,s20102ptadhkmp2018,Pengeluaran Konsumsi Pemerintah,Konsumsi Kolektif,nan,2018,Tahunan,508010.61,2026-07-09 11:56:13.319
1336,s20102ptadhkmp2018,Pengeluaran Konsumsi Pemerintah,Konsumsi Individu,nan,2018,Triwulan I,57335.44,2026-07-09 11:56:13.319
1337,s20102ptadhkmp2018,Pengeluaran Konsumsi Pemerintah,Konsumsi Individu,nan,2018,Triwulan II,76979.58,2026-07-09 11:56:13.319
1338,s20102ptadhkmp2018,Pengeluaran Konsumsi Pemerintah,Konsumsi Individu,nan,2018,Triwulan III,81097.23,2026-07-09 11:56:13.319
1339,s20102ptadhkmp2018,Pengeluaran Konsumsi Pemerintah,Konsumsi Individu,nan,2018,Triwulan IV,105453.73,2026-07-09 11:56:13.319
1340,s20102ptadhkmp2018,Pengeluaran Konsumsi Pemerintah,Konsumsi Individu,nan,2018,Tahunan,320865.98,2026-07-09 11:56:13.319
1341,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,,nan,2018,Triwulan I,820401.04,2026-07-09 11:56:13.319
1342,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,,nan,2018,Triwulan II,828060.11,2026-07-09 11:56:13.319
1343,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,,nan,2018,Triwulan III,880471.86,2026-07-09 11:56:13.319
1344,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,,nan,2018,Triwulan IV,915377.24,2026-07-09 11:56:13.319
1345,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,,nan,2018,Tahunan,3444310.25,2026-07-09 11:56:13.319
1346,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,Bangunan,nan,2018,Triwulan I,611732.91,2026-07-09 11:56:13.319
1347,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,Bangunan,nan,2018,Triwulan II,614783.89,2026-07-09 11:56:13.319
1348,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,Bangunan,nan,2018,Triwulan III,646837.66,2026-07-09 11:56:13.319
1349,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,Bangunan,nan,2018,Triwulan IV,676917.13,2026-07-09 11:56:13.319
1350,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,Bangunan,nan,2018,Tahunan,2550271.59,2026-07-09 11:56:13.319
1351,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,Mesin dan Perlengkapan,nan,2018,Triwulan I,84372.49,2026-07-09 11:56:13.319
1352,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,Mesin dan Perlengkapan,nan,2018,Triwulan II,82296.43,2026-07-09 11:56:13.319
1353,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,Mesin dan Perlengkapan,nan,2018,Triwulan III,97450.6,2026-07-09 11:56:13.319
1354,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,Mesin dan Perlengkapan,nan,2018,Triwulan IV,105307.86,2026-07-09 11:56:13.319
1355,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,Mesin dan Perlengkapan,nan,2018,Tahunan,369427.38,2026-07-09 11:56:13.319
1356,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,Kendaraan,nan,2018,Triwulan I,51113.31,2026-07-09 11:56:13.319
1357,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,Kendaraan,nan,2018,Triwulan II,48337.88,2026-07-09 11:56:13.319
1358,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,Kendaraan,nan,2018,Triwulan III,52078.87,2026-07-09 11:56:13.319
1359,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,Kendaraan,nan,2018,Triwulan IV,50299.61,2026-07-09 11:56:13.319
1360,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,Kendaraan,nan,2018,Tahunan,201829.66,2026-07-09 11:56:13.319
1361,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,Peralatan Lainnya,nan,2018,Triwulan I,15043.71,2026-07-09 11:56:13.319
1362,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,Peralatan Lainnya,nan,2018,Triwulan II,14304.19,2026-07-09 11:56:13.319
1363,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,Peralatan Lainnya,nan,2018,Triwulan III,15356.21,2026-07-09 11:56:13.319
1364,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,Peralatan Lainnya,nan,2018,Triwulan IV,15291.38,2026-07-09 11:56:13.319
1365,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,Peralatan Lainnya,nan,2018,Tahunan,59995.51,2026-07-09 11:56:13.319
1366,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,CBR,nan,2018,Triwulan I,39794.44,2026-07-09 11:56:13.319
1367,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,CBR,nan,2018,Triwulan II,46982.12,2026-07-09 11:56:13.319
1368,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,CBR,nan,2018,Triwulan III,45867.7,2026-07-09 11:56:13.319
1369,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,CBR,nan,2018,Triwulan IV,47979.88,2026-07-09 11:56:13.319
1370,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,CBR,nan,2018,Tahunan,180624.14,2026-07-09 11:56:13.319
1371,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,Produk Kekayaan Intelektual,nan,2018,Triwulan I,18344.18,2026-07-09 11:56:13.319
1372,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,Produk Kekayaan Intelektual,nan,2018,Triwulan II,21355.6,2026-07-09 11:56:13.319
1373,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,Produk Kekayaan Intelektual,nan,2018,Triwulan III,22880.82,2026-07-09 11:56:13.319
1374,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,Produk Kekayaan Intelektual,nan,2018,Triwulan IV,19581.37,2026-07-09 11:56:13.319
1375,s20102ptadhkmp2018,Pembentukan Modal Tetap Domestik Bruto,Produk Kekayaan Intelektual,nan,2018,Tahunan,82161.98,2026-07-09 11:56:13.319
1376,s20102ptadhkmp2018,Perubahan Inventori,,nan,2018,Triwulan I,68765.6,2026-07-09 11:56:13.319
1377,s20102ptadhkmp2018,Perubahan Inventori,,nan,2018,Triwulan II,81439.27,2026-07-09 11:56:13.319
1378,s20102ptadhkmp2018,Perubahan Inventori,,nan,2018,Triwulan III,45518.35,2026-07-09 11:56:13.319
1379,s20102ptadhkmp2018,Perubahan Inventori,,nan,2018,Triwulan IV,1646.41,2026-07-09 11:56:13.319
1380,s20102ptadhkmp2018,Perubahan Inventori,,nan,2018,Tahunan,197369.64,2026-07-09 11:56:13.319
1381,s20102ptadhkmp2018,Ekspor Barang dan Jasa,,nan,2018,Triwulan I,553461.31,2026-07-09 11:56:13.319
1382,s20102ptadhkmp2018,Ekspor Barang dan Jasa,,nan,2018,Triwulan II,548583,2026-07-09 11:56:13.319
1383,s20102ptadhkmp2018,Ekspor Barang dan Jasa,,nan,2018,Triwulan III,598185.74,2026-07-09 11:56:13.319
1384,s20102ptadhkmp2018,Ekspor Barang dan Jasa,,nan,2018,Triwulan IV,586164.85,2026-07-09 11:56:13.319
1385,s20102ptadhkmp2018,Ekspor Barang dan Jasa,,nan,2018,Tahunan,2286394.89,2026-07-09 11:56:13.319
