id,kode_sumber,entitas_parent,entitas_child,kategori,tahun,periode,nilai,created_at
434,s20102ptadhkmp2012,Ekspor Barang dan Jasa,Barang Non-migas,nan,2012,Triwulan IV,394065.32,2026-07-09 11:56:13.319
435,s20102ptadhkmp2012,Ekspor Barang dan Jasa,Barang Non-migas,nan,2012,Tahunan,1479142.45,2026-07-09 11:56:13.319
436,s20102ptadhkmp2012,Ekspor Barang dan Jasa,Barang migas,nan,2012,Triwulan I,74123.79,2026-07-09 11:56:13.319
437,s20102ptadhkmp2012,Ekspor Barang dan Jasa,Barang migas,nan,2012,Triwulan II,78999.12,2026-07-09 11:56:13.319
438,s20102ptadhkmp2012,Ekspor Barang dan Jasa,Barang migas,nan,2012,Triwulan III,65935.91,2026-07-09 11:56:13.319
439,s20102ptadhkmp2012,Ekspor Barang dan Jasa,Barang migas,nan,2012,Triwulan IV,62823.06,2026-07-09 11:56:13.319
440,s20102ptadhkmp2012,Ekspor Barang dan Jasa,Barang migas,nan,2012,Tahunan,281881.88,2026-07-09 11:56:13.319
441,s20102ptadhkmp2012,Ekspor Barang dan Jasa,Jasa,nan,2012,Triwulan I,45718.59,2026-07-09 11:56:13.319
442,s20102ptadhkmp2012,Ekspor Barang dan Jasa,Jasa,nan,2012,Triwulan II,42577.26,2026-07-09 11:56:13.319
443,s20102ptadhkmp2012,Ekspor Barang dan Jasa,Jasa,nan,2012,Triwulan III,44734.92,2026-07-09 11:56:13.319
444,s20102ptadhkmp2012,Ekspor Barang dan Jasa,Jasa,nan,2012,Triwulan IV,51008.61,2026-07-09 11:56:13.319
445,s20102ptadhkmp2012,Ekspor Barang dan Jasa,Jasa,nan,2012,Tahunan,184039.37,2026-07-09 11:56:13.319
446,s20102ptadhkmp2012,Dikurangi Impor Barang dan Jasa,,nan,2012,Triwulan I,443128.64,2026-07-09 11:56:13.319
447,s20102ptadhkmp2012,Dikurangi Impor Barang dan Jasa,,nan,2012,Triwulan II,501419.31,2026-07-09 11:56:13.319
448,s20102ptadhkmp2012,Dikurangi Impor Barang dan Jasa,,nan,2012,Triwulan III,457237.35,2026-07-09 11:56:13.319
449,s20102ptadhkmp2012,Dikurangi Impor Barang dan Jasa,,nan,2012,Triwulan IV,508514.22,2026-07-09 11:56:13.319
450,s20102ptadhkmp2012,Dikurangi Impor Barang dan Jasa,,nan,2012,Tahunan,1910299.52,2026-07-09 11:56:13.319
451,s20102ptadhkmp2012,Dikurangi Impor Barang dan Jasa,Barang,nan,2012,Triwulan I,377203.04,2026-07-09 11:56:13.319
452,s20102ptadhkmp2012,Dikurangi Impor Barang dan Jasa,Barang,nan,2012,Triwulan II,430680.7,2026-07-09 11:56:13.319
453,s20102ptadhkmp2012,Dikurangi Impor Barang dan Jasa,Barang,nan,2012,Triwulan III,393199.61,2026-07-09 11:56:13.319
454,s20102ptadhkmp2012,Dikurangi Impor Barang dan Jasa,Barang,nan,2012,Triwulan IV,430924.69,2026-07-09 11:56:13.319
455,s20102ptadhkmp2012,Dikurangi Impor Barang dan Jasa,Barang,nan,2012,Tahunan,1632008.04,2026-07-09 11:56:13.319
456,s20102ptadhkmp2012,Dikurangi Impor Barang dan Jasa,Barang Non-migas,nan,2012,Triwulan I,306629.06,2026-07-09 11:56:13.319
457,s20102ptadhkmp2012,Dikurangi Impor Barang dan Jasa,Barang Non-migas,nan,2012,Triwulan II,350787.39,2026-07-09 11:56:13.319
458,s20102ptadhkmp2012,Dikurangi Impor Barang dan Jasa,Barang Non-migas,nan,2012,Triwulan III,323593.01,2026-07-09 11:56:13.319
459,s20102ptadhkmp2012,Dikurangi Impor Barang dan Jasa,Barang Non-migas,nan,2012,Triwulan IV,345271.11,2026-07-09 11:56:13.319
460,s20102ptadhkmp2012,Dikurangi Impor Barang dan Jasa,Barang Non-migas,nan,2012,Tahunan,1326280.57,2026-07-09 11:56:13.319
461,s20102ptadhkmp2012,Dikurangi Impor Barang dan Jasa,Barang migas,nan,2012,Triwulan I,70573.98,2026-07-09 11:56:13.319
462,s20102ptadhkmp2012,Dikurangi Impor Barang dan Jasa,Barang migas,nan,2012,Triwulan II,79893.31,2026-07-09 11:56:13.319
463,s20102ptadhkmp2012,Dikurangi Impor Barang dan Jasa,Barang migas,nan,2012,Triwulan III,69606.61,2026-07-09 11:56:13.319
464,s20102ptadhkmp2012,Dikurangi Impor Barang dan Jasa,Barang migas,nan,2012,Triwulan IV,85653.58,2026-07-09 11:56:13.319
465,s20102ptadhkmp2012,Dikurangi Impor Barang dan Jasa,Barang migas,nan,2012,Tahunan,305727.47,2026-07-09 11:56:13.319
466,s20102ptadhkmp2012,Dikurangi Impor Barang dan Jasa,Jasa,nan,2012,Triwulan I,65925.6,2026-07-09 11:56:13.319
467,s20102ptadhkmp2012,Dikurangi Impor Barang dan Jasa,Jasa,nan,2012,Triwulan II,70738.61,2026-07-09 11:56:13.319
468,s20102ptadhkmp2012,Dikurangi Impor Barang dan Jasa,Jasa,nan,2012,Triwulan III,64037.74,2026-07-09 11:56:13.319
469,s20102ptadhkmp2012,Dikurangi Impor Barang dan Jasa,Jasa,nan,2012,Triwulan IV,77589.53,2026-07-09 11:56:13.319
470,s20102ptadhkmp2012,Dikurangi Impor Barang dan Jasa,Jasa,nan,2012,Tahunan,278291.48,2026-07-09 11:56:13.319
471,s20102ptadhkmp2012,Diskrepansi Statistik,,nan,2012,Triwulan I,5614.47,2026-07-09 11:56:13.319
472,s20102ptadhkmp2012,Diskrepansi Statistik,,nan,2012,Triwulan II,23773.67,2026-07-09 11:56:13.319
473,s20102ptadhkmp2012,Diskrepansi Statistik,,nan,2012,Triwulan III,47819.75,2026-07-09 11:56:13.319
474,s20102ptadhkmp2012,Diskrepansi Statistik,,nan,2012,Triwulan IV,-46325.78,2026-07-09 11:56:13.319
475,s20102ptadhkmp2012,Diskrepansi Statistik,,nan,2012,Tahunan,30882.1,2026-07-09 11:56:13.319
476,s20102ptadhkmp2012,PRODUK DOMESTIK BRUTO,,nan,2012,Triwulan I,1855580.2,2026-07-09 11:56:13.319
477,s20102ptadhkmp2012,PRODUK DOMESTIK BRUTO,,nan,2012,Triwulan II,1929018.7,2026-07-09 11:56:13.319
478,s20102ptadhkmp2012,PRODUK DOMESTIK BRUTO,,nan,2012,Triwulan III,1993632.3,2026-07-09 11:56:13.319
479,s20102ptadhkmp2012,PRODUK DOMESTIK BRUTO,,nan,2012,Triwulan IV,1948852.2,2026-07-09 11:56:13.319
480,s20102ptadhkmp2012,PRODUK DOMESTIK BRUTO,,nan,2012,Tahunan,7727083.4,2026-07-09 11:56:13.319
481,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,,nan,2013,Triwulan I,1075566.19,2026-07-09 11:56:13.319
482,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,,nan,2013,Triwulan II,1089835.21,2026-07-09 11:56:13.319
483,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,,nan,2013,Triwulan III,1128699.25,2026-07-09 11:56:13.319
484,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,,nan,2013,Triwulan IV,1129316.25,2026-07-09 11:56:13.319
485,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,,nan,2013,Tahunan,4423416.91,2026-07-09 11:56:13.319
486,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,"Makanan dan Minuman, Selain Restoran",nan,2013,Triwulan I,393928.44,2026-07-09 11:56:13.319
487,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,"Makanan dan Minuman, Selain Restoran",nan,2013,Triwulan II,397643.44,2026-07-09 11:56:13.319
488,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,"Makanan dan Minuman, Selain Restoran",nan,2013,Triwulan III,410500.46,2026-07-09 11:56:13.319
489,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,"Makanan dan Minuman, Selain Restoran",nan,2013,Triwulan IV,410766.46,2026-07-09 11:56:13.319
490,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,"Makanan dan Minuman, Selain Restoran",nan,2013,Tahunan,1612838.79,2026-07-09 11:56:13.319
491,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,"Pakaian, Alas Kaki dan Jasa Perawatannya",nan,2013,Triwulan I,44187.05,2026-07-09 11:56:13.319
492,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,"Pakaian, Alas Kaki dan Jasa Perawatannya",nan,2013,Triwulan II,44726.05,2026-07-09 11:56:13.319
493,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,"Pakaian, Alas Kaki dan Jasa Perawatannya",nan,2013,Triwulan III,46772.05,2026-07-09 11:56:13.319
494,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,"Pakaian, Alas Kaki dan Jasa Perawatannya",nan,2013,Triwulan IV,46325.05,2026-07-09 11:56:13.319
495,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,"Pakaian, Alas Kaki dan Jasa Perawatannya",nan,2013,Tahunan,182010.2,2026-07-09 11:56:13.319
496,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,Perumahan dan Perlengkapan Rumahtangga,nan,2013,Triwulan I,147141.16,2026-07-09 11:56:13.319
497,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,Perumahan dan Perlengkapan Rumahtangga,nan,2013,Triwulan II,149444.17,2026-07-09 11:56:13.319
498,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,Perumahan dan Perlengkapan Rumahtangga,nan,2013,Triwulan III,155373.17,2026-07-09 11:56:13.319
499,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,Perumahan dan Perlengkapan Rumahtangga,nan,2013,Triwulan IV,156468.17,2026-07-09 11:56:13.319
500,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,Perumahan dan Perlengkapan Rumahtangga,nan,2013,Tahunan,608426.68,2026-07-09 11:56:13.319
501,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,Kesehatan dan Pendidikan,nan,2013,Triwulan I,72740.08,2026-07-09 11:56:13.319
502,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,Kesehatan dan Pendidikan,nan,2013,Triwulan II,74282.08,2026-07-09 11:56:13.319
503,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,Kesehatan dan Pendidikan,nan,2013,Triwulan III,77041.09,2026-07-09 11:56:13.319
504,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,Kesehatan dan Pendidikan,nan,2013,Triwulan IV,76728.09,2026-07-09 11:56:13.319
505,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,Kesehatan dan Pendidikan,nan,2013,Tahunan,300791.33,2026-07-09 11:56:13.319
506,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,Transportasi dan Komunikasi,nan,2013,Triwulan I,264218.29,2026-07-09 11:56:13.319
507,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,Transportasi dan Komunikasi,nan,2013,Triwulan II,267676.3,2026-07-09 11:56:13.319
508,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,Transportasi dan Komunikasi,nan,2013,Triwulan III,277156.31,2026-07-09 11:56:13.319
509,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,Transportasi dan Komunikasi,nan,2013,Triwulan IV,276271.31,2026-07-09 11:56:13.319
510,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,Transportasi dan Komunikasi,nan,2013,Tahunan,1085322.2,2026-07-09 11:56:13.319
511,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,Restoran dan Hotel,nan,2013,Triwulan I,96787.11,2026-07-09 11:56:13.319
512,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,Restoran dan Hotel,nan,2013,Triwulan II,99005.11,2026-07-09 11:56:13.319
513,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,Restoran dan Hotel,nan,2013,Triwulan III,103867.12,2026-07-09 11:56:13.319
514,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,Restoran dan Hotel,nan,2013,Triwulan IV,103662.12,2026-07-09 11:56:13.319
515,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,Restoran dan Hotel,nan,2013,Tahunan,403321.45,2026-07-09 11:56:13.319
516,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,Lainnya,nan,2013,Triwulan I,56564.06,2026-07-09 11:56:13.319
517,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,Lainnya,nan,2013,Triwulan II,57058.06,2026-07-09 11:56:13.319
518,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,Lainnya,nan,2013,Triwulan III,57989.06,2026-07-09 11:56:13.319
519,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,Lainnya,nan,2013,Triwulan IV,59095.07,2026-07-09 11:56:13.319
520,s20102ptadhkmp2013,Pengeluaran Konsumsi Rumahtangga,Lainnya,nan,2013,Tahunan,230706.26,2026-07-09 11:56:13.319
521,s20102ptadhkmp2013,Pengeluaran Konsumsi LNPRT,,nan,2013,Triwulan I,20854,2026-07-09 11:56:13.319
522,s20102ptadhkmp2013,Pengeluaran Konsumsi LNPRT,,nan,2013,Triwulan II,21424,2026-07-09 11:56:13.319
523,s20102ptadhkmp2013,Pengeluaran Konsumsi LNPRT,,nan,2013,Triwulan III,22340,2026-07-09 11:56:13.319
524,s20102ptadhkmp2013,Pengeluaran Konsumsi LNPRT,,nan,2013,Triwulan IV,24000,2026-07-09 11:56:13.319
525,s20102ptadhkmp2013,Pengeluaran Konsumsi LNPRT,,nan,2013,Tahunan,88618,2026-07-09 11:56:13.319
526,s20102ptadhkmp2013,Pengeluaran Konsumsi Pemerintah,,nan,2013,Triwulan I,122652,2026-07-09 11:56:13.319
527,s20102ptadhkmp2013,Pengeluaran Konsumsi Pemerintah,,nan,2013,Triwulan II,175299.71,2026-07-09 11:56:13.319
528,s20102ptadhkmp2013,Pengeluaran Konsumsi Pemerintah,,nan,2013,Triwulan III,178021.36,2026-07-09 11:56:13.319
529,s20102ptadhkmp2013,Pengeluaran Konsumsi Pemerintah,,nan,2013,Triwulan IV,251839.01,2026-07-09 11:56:13.319
530,s20102ptadhkmp2013,Pengeluaran Konsumsi Pemerintah,,nan,2013,Tahunan,727812.07,2026-07-09 11:56:13.319
531,s20102ptadhkmp2013,Pengeluaran Konsumsi Pemerintah,Konsumsi Kolektif,nan,2013,Triwulan I,76137.59,2026-07-09 11:56:13.319
532,s20102ptadhkmp2013,Pengeluaran Konsumsi Pemerintah,Konsumsi Kolektif,nan,2013,Triwulan II,112591.99,2026-07-09 11:56:13.319
533,s20102ptadhkmp2013,Pengeluaran Konsumsi Pemerintah,Konsumsi Kolektif,nan,2013,Triwulan III,108910.32,2026-07-09 11:56:13.319
534,s20102ptadhkmp2013,Pengeluaran Konsumsi Pemerintah,Konsumsi Kolektif,nan,2013,Triwulan IV,158250.18,2026-07-09 11:56:13.319
535,s20102ptadhkmp2013,Pengeluaran Konsumsi Pemerintah,Konsumsi Kolektif,nan,2013,Tahunan,455890.08,2026-07-09 11:56:13.319
536,s20102ptadhkmp2013,Pengeluaran Konsumsi Pemerintah,Konsumsi Individu,nan,2013,Triwulan I,46514.41,2026-07-09 11:56:13.319
537,s20102ptadhkmp2013,Pengeluaran Konsumsi Pemerintah,Konsumsi Individu,nan,2013,Triwulan II,62707.72,2026-07-09 11:56:13.319
538,s20102ptadhkmp2013,Pengeluaran Konsumsi Pemerintah,Konsumsi Individu,nan,2013,Triwulan III,69111.03,2026-07-09 11:56:13.319
539,s20102ptadhkmp2013,Pengeluaran Konsumsi Pemerintah,Konsumsi Individu,nan,2013,Triwulan IV,93588.83,2026-07-09 11:56:13.319
540,s20102ptadhkmp2013,Pengeluaran Konsumsi Pemerintah,Konsumsi Individu,nan,2013,Tahunan,271922,2026-07-09 11:56:13.319
541,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,,nan,2013,Triwulan I,628573.64,2026-07-09 11:56:13.319
542,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,,nan,2013,Triwulan II,659187.45,2026-07-09 11:56:13.319
543,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,,nan,2013,Triwulan III,673791.17,2026-07-09 11:56:13.319
544,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,,nan,2013,Triwulan IV,692822.78,2026-07-09 11:56:13.319
545,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,,nan,2013,Tahunan,2654375.04,2026-07-09 11:56:13.319
546,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,Bangunan,nan,2013,Triwulan I,457181.25,2026-07-09 11:56:13.319
547,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,Bangunan,nan,2013,Triwulan II,478407.78,2026-07-09 11:56:13.319
548,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,Bangunan,nan,2013,Triwulan III,495100.53,2026-07-09 11:56:13.319
549,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,Bangunan,nan,2013,Triwulan IV,502982.45,2026-07-09 11:56:13.319
550,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,Bangunan,nan,2013,Tahunan,1933672.02,2026-07-09 11:56:13.319
551,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,Mesin dan Perlengkapan,nan,2013,Triwulan I,74977.52,2026-07-09 11:56:13.319
552,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,Mesin dan Perlengkapan,nan,2013,Triwulan II,76078.36,2026-07-09 11:56:13.319
553,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,Mesin dan Perlengkapan,nan,2013,Triwulan III,76286.83,2026-07-09 11:56:13.319
554,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,Mesin dan Perlengkapan,nan,2013,Triwulan IV,80439.71,2026-07-09 11:56:13.319
555,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,Mesin dan Perlengkapan,nan,2013,Tahunan,307782.42,2026-07-09 11:56:13.319
556,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,Kendaraan,nan,2013,Triwulan I,39747.32,2026-07-09 11:56:13.319
557,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,Kendaraan,nan,2013,Triwulan II,42811.78,2026-07-09 11:56:13.319
558,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,Kendaraan,nan,2013,Triwulan III,40677.94,2026-07-09 11:56:13.319
559,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,Kendaraan,nan,2013,Triwulan IV,38355.45,2026-07-09 11:56:13.319
560,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,Kendaraan,nan,2013,Tahunan,161592.49,2026-07-09 11:56:13.319
561,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,Peralatan Lainnya,nan,2013,Triwulan I,9092.81,2026-07-09 11:56:13.319
562,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,Peralatan Lainnya,nan,2013,Triwulan II,9155.38,2026-07-09 11:56:13.319
563,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,Peralatan Lainnya,nan,2013,Triwulan III,9066.44,2026-07-09 11:56:13.319
564,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,Peralatan Lainnya,nan,2013,Triwulan IV,10157.5,2026-07-09 11:56:13.319
565,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,Peralatan Lainnya,nan,2013,Tahunan,37472.13,2026-07-09 11:56:13.319
566,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,CBR,nan,2013,Triwulan I,32873.85,2026-07-09 11:56:13.319
567,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,CBR,nan,2013,Triwulan II,36752.13,2026-07-09 11:56:13.319
568,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,CBR,nan,2013,Triwulan III,35884.48,2026-07-09 11:56:13.319
569,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,CBR,nan,2013,Triwulan IV,43569.74,2026-07-09 11:56:13.319
570,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,CBR,nan,2013,Tahunan,149080.19,2026-07-09 11:56:13.319
571,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,Produk Kekayaan Intelektual,nan,2013,Triwulan I,14700.89,2026-07-09 11:56:13.319
572,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,Produk Kekayaan Intelektual,nan,2013,Triwulan II,15982.02,2026-07-09 11:56:13.319
573,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,Produk Kekayaan Intelektual,nan,2013,Triwulan III,16774.95,2026-07-09 11:56:13.319
574,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,Produk Kekayaan Intelektual,nan,2013,Triwulan IV,17317.93,2026-07-09 11:56:13.319
575,s20102ptadhkmp2013,Pembentukan Modal Tetap Domestik Bruto,Produk Kekayaan Intelektual,nan,2013,Tahunan,64775.79,2026-07-09 11:56:13.319
576,s20102ptadhkmp2013,Perubahan Inventori,,nan,2013,Triwulan I,60975.81,2026-07-09 11:56:13.319
577,s20102ptadhkmp2013,Perubahan Inventori,,nan,2013,Triwulan II,78636.43,2026-07-09 11:56:13.319
578,s20102ptadhkmp2013,Perubahan Inventori,,nan,2013,Triwulan III,15726.13,2026-07-09 11:56:13.319
579,s20102ptadhkmp2013,Perubahan Inventori,,nan,2013,Triwulan IV,-30884.81,2026-07-09 11:56:13.319
580,s20102ptadhkmp2013,Perubahan Inventori,,nan,2013,Tahunan,124453.56,2026-07-09 11:56:13.319
581,s20102ptadhkmp2013,Ekspor Barang dan Jasa,,nan,2013,Triwulan I,486240.56,2026-07-09 11:56:13.319
582,s20102ptadhkmp2013,Ekspor Barang dan Jasa,,nan,2013,Triwulan II,498870.82,2026-07-09 11:56:13.319
583,s20102ptadhkmp2013,Ekspor Barang dan Jasa,,nan,2013,Triwulan III,485152.35,2026-07-09 11:56:13.319
584,s20102ptadhkmp2013,Ekspor Barang dan Jasa,,nan,2013,Triwulan IV,555849.94,2026-07-09 11:56:13.319
585,s20102ptadhkmp2013,Ekspor Barang dan Jasa,,nan,2013,Tahunan,2026113.68,2026-07-09 11:56:13.319
586,s20102ptadhkmp2013,Ekspor Barang dan Jasa,Barang,nan,2013,Triwulan I,438768.15,2026-07-09 11:56:13.319
587,s20102ptadhkmp2013,Ekspor Barang dan Jasa,Barang,nan,2013,Triwulan II,451310.76,2026-07-09 11:56:13.319
588,s20102ptadhkmp2013,Ekspor Barang dan Jasa,Barang,nan,2013,Triwulan III,435733.4,2026-07-09 11:56:13.319
589,s20102ptadhkmp2013,Ekspor Barang dan Jasa,Barang,nan,2013,Triwulan IV,502337.82,2026-07-09 11:56:13.319
590,s20102ptadhkmp2013,Ekspor Barang dan Jasa,Barang,nan,2013,Tahunan,1828150.13,2026-07-09 11:56:13.319
591,s20102ptadhkmp2013,Ekspor Barang dan Jasa,Barang Non-migas,nan,2013,Triwulan I,378883.03,2026-07-09 11:56:13.319
592,s20102ptadhkmp2013,Ekspor Barang dan Jasa,Barang Non-migas,nan,2013,Triwulan II,389014.18,2026-07-09 11:56:13.319
593,s20102ptadhkmp2013,Ekspor Barang dan Jasa,Barang Non-migas,nan,2013,Triwulan III,380325.94,2026-07-09 11:56:13.319
594,s20102ptadhkmp2013,Ekspor Barang dan Jasa,Barang Non-migas,nan,2013,Triwulan IV,436485.54,2026-07-09 11:56:13.319
595,s20102ptadhkmp2013,Ekspor Barang dan Jasa,Barang Non-migas,nan,2013,Tahunan,1584708.69,2026-07-09 11:56:13.319
596,s20102ptadhkmp2013,Ekspor Barang dan Jasa,Barang migas,nan,2013,Triwulan I,59885.12,2026-07-09 11:56:13.319
597,s20102ptadhkmp2013,Ekspor Barang dan Jasa,Barang migas,nan,2013,Triwulan II,62296.58,2026-07-09 11:56:13.319
598,s20102ptadhkmp2013,Ekspor Barang dan Jasa,Barang migas,nan,2013,Triwulan III,55407.46,2026-07-09 11:56:13.319
599,s20102ptadhkmp2013,Ekspor Barang dan Jasa,Barang migas,nan,2013,Triwulan IV,65852.28,2026-07-09 11:56:13.319
600,s20102ptadhkmp2013,Ekspor Barang dan Jasa,Barang migas,nan,2013,Tahunan,243441.45,2026-07-09 11:56:13.319
601,s20102ptadhkmp2013,Ekspor Barang dan Jasa,Jasa,nan,2013,Triwulan I,47472.41,2026-07-09 11:56:13.319
602,s20102ptadhkmp2013,Ekspor Barang dan Jasa,Jasa,nan,2013,Triwulan II,47560.07,2026-07-09 11:56:13.319
603,s20102ptadhkmp2013,Ekspor Barang dan Jasa,Jasa,nan,2013,Triwulan III,49418.95,2026-07-09 11:56:13.319
604,s20102ptadhkmp2013,Ekspor Barang dan Jasa,Jasa,nan,2013,Triwulan IV,53512.12,2026-07-09 11:56:13.319
605,s20102ptadhkmp2013,Ekspor Barang dan Jasa,Jasa,nan,2013,Tahunan,197963.55,2026-07-09 11:56:13.319
606,s20102ptadhkmp2013,Dikurangi Impor Barang dan Jasa,,nan,2013,Triwulan I,456061.85,2026-07-09 11:56:13.319
607,s20102ptadhkmp2013,Dikurangi Impor Barang dan Jasa,,nan,2013,Triwulan II,505845.09,2026-07-09 11:56:13.319
608,s20102ptadhkmp2013,Dikurangi Impor Barang dan Jasa,,nan,2013,Triwulan III,479782.79,2026-07-09 11:56:13.319
609,s20102ptadhkmp2013,Dikurangi Impor Barang dan Jasa,,nan,2013,Triwulan IV,504177.59,2026-07-09 11:56:13.319
610,s20102ptadhkmp2013,Dikurangi Impor Barang dan Jasa,,nan,2013,Tahunan,1945867.32,2026-07-09 11:56:13.319
611,s20102ptadhkmp2013,Dikurangi Impor Barang dan Jasa,Barang,nan,2013,Triwulan I,389257.48,2026-07-09 11:56:13.319
612,s20102ptadhkmp2013,Dikurangi Impor Barang dan Jasa,Barang,nan,2013,Triwulan II,433428.5,2026-07-09 11:56:13.319
613,s20102ptadhkmp2013,Dikurangi Impor Barang dan Jasa,Barang,nan,2013,Triwulan III,412545.51,2026-07-09 11:56:13.319
614,s20102ptadhkmp2013,Dikurangi Impor Barang dan Jasa,Barang,nan,2013,Triwulan IV,429832.67,2026-07-09 11:56:13.319
615,s20102ptadhkmp2013,Dikurangi Impor Barang dan Jasa,Barang,nan,2013,Tahunan,1665064.16,2026-07-09 11:56:13.319
616,s20102ptadhkmp2013,Dikurangi Impor Barang dan Jasa,Barang Non-migas,nan,2013,Triwulan I,306712.63,2026-07-09 11:56:13.319
617,s20102ptadhkmp2013,Dikurangi Impor Barang dan Jasa,Barang Non-migas,nan,2013,Triwulan II,353048.64,2026-07-09 11:56:13.319
618,s20102ptadhkmp2013,Dikurangi Impor Barang dan Jasa,Barang Non-migas,nan,2013,Triwulan III,331893.8,2026-07-09 11:56:13.319
619,s20102ptadhkmp2013,Dikurangi Impor Barang dan Jasa,Barang Non-migas,nan,2013,Triwulan IV,346573.6,2026-07-09 11:56:13.319
620,s20102ptadhkmp2013,Dikurangi Impor Barang dan Jasa,Barang Non-migas,nan,2013,Tahunan,1338228.67,2026-07-09 11:56:13.319
