source_no,source_nama_ramah,source_tabel_db,source_url,source_judul_resmi_tabel,source_title_score,source_selected_th_id,source_selected_th_year,labelvervar,vervar_id,vervar,var_id,variabel,unit,subject,labelturvar,turvar_id,turvar,labeltahun,tahun_id,tahun,labelturtahun,turth_id,turth,nilai,datacontent_key
46,Wisatawan Mancanegara Entry Points,usecase_ekonomi.ekonomi_wisatawan_mancanegara_entry_points,https://www.bps.go.id/id/statistics-table/2/MTAxNyMy/jumlah-kedatangan-wisatawan-mancanegara-ke-indonesia-menurut-pintu-masuk--orang-.html,"Jumlah Kedatangan Wisatawan Mancanegara ke Indonesia Menurut Pintu Masuk (Orang), 2025",1.0,125,2025,Bandara Utama (Wisata),1,Jumlah,1017,Jumlah Kedatangan Wisatawan Mancanegara ke Indonesia Menurut Pintu Masuk,Orang,Pariwisata,turvar,0,Tidak ada,tahun,125,2025,turtahun,0,Tahun,15386646,1101701250
46,Wisatawan Mancanegara Entry Points,usecase_ekonomi.ekonomi_wisatawan_mancanegara_entry_points,https://www.bps.go.id/id/statistics-table/2/MTAxNyMy/jumlah-kedatangan-wisatawan-mancanegara-ke-indonesia-menurut-pintu-masuk--orang-.html,"Jumlah Kedatangan Wisatawan Mancanegara ke Indonesia Menurut Pintu Masuk (Orang), 2025",1.0,125,2025,Bandara Utama (Wisata),2,Bandara Lainnya,1017,Jumlah Kedatangan Wisatawan Mancanegara ke Indonesia Menurut Pintu Masuk,Orang,Pariwisata,turvar,0,Tidak ada,tahun,125,2025,turtahun,0,Tahun,3834810,2101701250
46,Wisatawan Mancanegara Entry Points,usecase_ekonomi.ekonomi_wisatawan_mancanegara_entry_points,https://www.bps.go.id/id/statistics-table/2/MTAxNyMy/jumlah-kedatangan-wisatawan-mancanegara-ke-indonesia-menurut-pintu-masuk--orang-.html,"Jumlah Kedatangan Wisatawan Mancanegara ke Indonesia Menurut Pintu Masuk (Orang), 2025",1.0,125,2025,Bandara Utama (Wisata),3,Batam,1017,Jumlah Kedatangan Wisatawan Mancanegara ke Indonesia Menurut Pintu Masuk,Orang,Pariwisata,turvar,0,Tidak ada,tahun,125,2025,turtahun,0,Tahun,1593757,3101701250
46,Wisatawan Mancanegara Entry Points,usecase_ekonomi.ekonomi_wisatawan_mancanegara_entry_points,https://www.bps.go.id/id/statistics-table/2/MTAxNyMy/jumlah-kedatangan-wisatawan-mancanegara-ke-indonesia-menurut-pintu-masuk--orang-.html,"Jumlah Kedatangan Wisatawan Mancanegara ke Indonesia Menurut Pintu Masuk (Orang), 2025",1.0,125,2025,Bandara Utama (Wisata),4,Kualanamu,1017,Jumlah Kedatangan Wisatawan Mancanegara ke Indonesia Menurut Pintu Masuk,Orang,Pariwisata,turvar,0,Tidak ada,tahun,125,2025,turtahun,0,Tahun,289656,4101701250
46,Wisatawan Mancanegara Entry Points,usecase_ekonomi.ekonomi_wisatawan_mancanegara_entry_points,https://www.bps.go.id/id/statistics-table/2/MTAxNyMy/jumlah-kedatangan-wisatawan-mancanegara-ke-indonesia-menurut-pintu-masuk--orang-.html,"Jumlah Kedatangan Wisatawan Mancanegara ke Indonesia Menurut Pintu Masuk (Orang), 2025",1.0,125,2025,Bandara Utama (Wisata),5,Ngurah Rai,1017,Jumlah Kedatangan Wisatawan Mancanegara ke Indonesia Menurut Pintu Masuk,Orang,Pariwisata,turvar,0,Tidak ada,tahun,125,2025,turtahun,0,Tahun,6907585,5101701250
46,Wisatawan Mancanegara Entry Points,usecase_ekonomi.ekonomi_wisatawan_mancanegara_entry_points,https://www.bps.go.id/id/statistics-table/2/MTAxNyMy/jumlah-kedatangan-wisatawan-mancanegara-ke-indonesia-menurut-pintu-masuk--orang-.html,"Jumlah Kedatangan Wisatawan Mancanegara ke Indonesia Menurut Pintu Masuk (Orang), 2025",1.0,125,2025,Bandara Utama (Wisata),6,Soekarno Hatta,1017,Jumlah Kedatangan Wisatawan Mancanegara ke Indonesia Menurut Pintu Masuk,Orang,Pariwisata,turvar,0,Tidak ada,tahun,125,2025,turtahun,0,Tahun,2760838,6101701250
