tahun,bulan,page_url
2006,OKTOBER,https://www.bi.go.id/id/statistik/ekonomi-keuangan/seki/Pages/seki_1006.aspx
2006,SEPTEMBER,https://www.bi.go.id/id/statistik/ekonomi-keuangan/seki/Pages/seki_0906.aspx
2006,JULI,https://www.bi.go.id/id/statistik/ekonomi-keuangan/seki/Pages/seki_0706.aspx
2006,JUNI,https://www.bi.go.id/id/statistik/ekonomi-keuangan/seki/Pages/jun-06.aspx
2006,JANUARI,https://www.bi.go.id/id/statistik/ekonomi-keuangan/seki/Pages/jan-2006.zip.aspx
2005,DESEMBER,https://www.bi.go.id/id/statistik/ekonomi-keuangan/seki/Pages/des-2005.zip.aspx
2005,NOVEMBER,https://www.bi.go.id/id/statistik/ekonomi-keuangan/seki/Pages/nov-2005.zip.aspx
2005,OKTOBER,https://www.bi.go.id/id/statistik/ekonomi-keuangan/seki/Pages/seki%20okt%2005.aspx
2005,AGUSTUS,https://www.bi.go.id/id/statistik/ekonomi-keuangan/seki/Pages/seki%200805.aspx
2005,JULI,https://www.bi.go.id/id/statistik/ekonomi-keuangan/seki/Pages/seki%200705.aspx
2005,JUNI,https://www.bi.go.id/id/statistik/ekonomi-keuangan/seki/Pages/juni-2005.zip.aspx
2005,MEI,https://www.bi.go.id/id/statistik/ekonomi-keuangan/seki/Pages/mei-2005.zip.aspx
2005,APRIL,https://www.bi.go.id/id/statistik/ekonomi-keuangan/seki/Pages/seki-2005.zip.aspx
2005,MARET,https://www.bi.go.id/id/statistik/ekonomi-keuangan/seki/Pages/maret-2005.zip.aspx
2005,FEBRUARI,https://www.bi.go.id/id/statistik/ekonomi-keuangan/seki/Pages/feb-2005.zip.aspx
2005,JANUARI,https://www.bi.go.id/id/statistik/ekonomi-keuangan/seki/Pages/jan-2005.zip.aspx
2004,DESEMBER,https://www.bi.go.id/id/statistik/ekonomi-keuangan/seki/Pages/des-2004.aspx
2004,NOVEMBER,https://www.bi.go.id/id/statistik/ekonomi-keuangan/seki/Pages/nov-2004.zip.aspx
2004,OKTOBER,https://www.bi.go.id/id/statistik/ekonomi-keuangan/seki/Pages/okt-2004.zip.aspx
2004,SEPTEMBER,https://www.bi.go.id/id/statistik/ekonomi-keuangan/seki/Pages/SEP-2005.ZIP.aspx
2004,AGUSTUS,https://www.bi.go.id/id/statistik/ekonomi-keuangan/seki/Pages/agustus%202004.aspx
2004,JULI,https://www.bi.go.id/id/statistik/ekonomi-keuangan/seki/Pages/juli-2004.aspx
2004,JUNI,https://www.bi.go.id/id/statistik/ekonomi-keuangan/seki/Pages/Juni%20-%202004.aspx
2004,MEI,https://www.bi.go.id/id/statistik/ekonomi-keuangan/seki/Pages/SEKI%20Mei%202004.aspx
2004,APRIL,https://www.bi.go.id/id/statistik/ekonomi-keuangan/seki/Pages/SEKI%20Apr%202004.aspx
2004,MARET,https://www.bi.go.id/id/statistik/ekonomi-keuangan/seki/Pages/SEKI%20Mar%202004.aspx
2004,FEBRUARI,https://www.bi.go.id/id/statistik/ekonomi-keuangan/seki/Pages/SEKI%20Feb%202004.aspx
2004,JANUARI,https://www.bi.go.id/id/statistik/ekonomi-keuangan/seki/Pages/SEKI%20Jan%202004.aspx
