periode,puk_juta_orang,ak_persen,bak_persen,bekerja_penuh_juta_orang,bekerja_penuh_persen,bekerja_tidak_penuh_juta_orang,bekerja_tidak_penuh_persen,bekerja_tidak_penuh_metode,tpt_persen,sumber_url,tanggal_scrape
Agustus 2025,218.17,70.59,29.41,98.65,67.32,47.9,32.68,derivasi (bekerja - bekerja_penuh),4.84,https://satudata.kemnaker.go.id/infografik/104,2026-07-06
